date,temp_max,temp_min
2025-02-18,41.1,25.9
2025-02-19,33.8,19.6
2025-02-20,26.9,16.9
2025-02-21,34.2,16.3
2025-02-22,43.7,17.4
2025-02-23,48.9,27.4
2025-02-24,54.9,25.5
2025-02-25,65.6,29.3
2025-02-26,64.9,29.7
2025-02-27,64.2,46.8
2025-02-28,55.5,36.3
2025-03-01,60.4,40.6
2025-03-02,42.0,21.7
2025-03-03,45.4,23.2
2025-03-04,59.5,32.6
2025-03-05,65.1,53.3
2025-03-06,61.2,37.8
2025-03-07,55.1,31.5
2025-03-08,53.7,36.6
2025-03-09,58.8,31.5
2025-03-10,63.0,30.9
2025-03-11,70.7,35.9
2025-03-12,71.3,41.0
2025-03-13,61.7,39.5
2025-03-14,61.7,36.5
2025-03-15,61.8,41.7
2025-03-16,71.5,51.4
2025-03-17,64.7,48.6
2025-03-18,65.3,33.2
2025-03-19,72.5,38.2
2025-03-20,70.7,49.1
2025-03-21,59.6,38.5
2025-03-22,66.2,37.4
2025-03-23,61.2,37.4
2025-03-24,67.1,47.7
2025-03-25,58.7,41.4
2025-03-26,56.3,36.6
2025-03-27,62.6,34.0
2025-03-28,77.6,41.0
2025-03-29,82.3,57.6
2025-03-30,78.6,62.9
2025-03-31,83.1,63.6
2025-04-01,64.5,46.0
2025-04-02,61.0,41.9
2025-04-03,78.6,52.6
2025-04-04,80.4,69.4
2025-04-05,84.6,58.0
2025-04-06,82.2,63.5
2025-04-07,61.4,47.5
2025-04-08,50.9,38.5
2025-04-09,53.0,30.2
2025-04-10,59.3,39.6
2025-04-11,52.1,44.9
2025-04-12,57.5,43.7
2025-04-13,62.3,36.9
2025-04-14,84.2,43.6
2025-04-15,73.1,57.7
2025-04-16,63.5,43.1
2025-04-17,66.7,37.0
2025-04-18,79.8,48.0
2025-04-19,86.9,64.2
2025-04-20,86.5,64.2
2025-04-21,85.2,59.7
2025-04-22,85.1,64.4
2025-04-23,80.9,54.2
2025-04-24,81.8,53.7
2025-04-25,81.6,55.5
2025-04-26,85.8,64.4
2025-04-27,72.9,47.5
2025-04-28,77.0,44.3
2025-04-29,87.1,56.0
2025-04-30,89.6,68.0
2025-05-01,91.1,63.0
2025-05-02,87.7,67.0
2025-05-03,85.5,66.9
2025-05-04,74.3,60.7
2025-05-05,75.4,54.5
2025-05-06,65.4,65.4
2025-05-07,,
